Title,Organization,Skills,Ratings,Review counts,Level,Pro,Dure,Combined_Text
API Development on Google Cloud's Apigee API Platform,Google Cloud,"[' Computer Programming', ' Google Cloud Platform', ' Computer Programming Tools', ' Software Engineering', ' Cloud API', ' Cloud Applications', ' Software Architecture', ' Software Engineering Tools', ' Cloud Computing', ' Leadership and Management']",4.6,1000,Beginner ,· Course ,· 1 - 3 Months,"API Development on Google Cloud's Apigee API Platform  Computer Programming, Google Cloud Platform, Computer Programming Tools, Software Engineering, Cloud API, Cloud Applications, Software Architecture, Software Engineering Tools, Cloud Computing, Leadership and Management Google Cloud"
Reliable Cloud Infrastructure: Design and Process em PortuguÃªs Brasileiro,Google Cloud,"[' Cloud Computing', ' Computer Architecture', ' Google Cloud Platform', ' Cloud Platforms', ' Software Architecture', ' Web Development', ' Cloud Load Balancing', ' Cloud Storage', ' DevOps', ' Full-Stack Web Development']",4.7,127,Intermediate ,· Course ,· 1 - 3 Months,"Reliable Cloud Infrastructure: Design and Process em PortuguÃªs Brasileiro  Cloud Computing, Computer Architecture, Google Cloud Platform, Cloud Platforms, Software Architecture, Web Development, Cloud Load Balancing, Cloud Storage, DevOps, Full-Stack Web Development Google Cloud"
Getting Started With Application Development,Google Cloud,"[' Application Development', ' Cloud Computing', ' Cloud Platforms', ' Cloud Storage', ' Google Cloud Platform']",4.5,2100,Intermediate ,· Course ,· 1 - 3 Months,"Getting Started With Application Development  Application Development, Cloud Computing, Cloud Platforms, Cloud Storage, Google Cloud Platform Google Cloud"
Elastic Cloud Infrastructure: Scaling and Automation æ¥æ¬èªç,Google Cloud,"[' Cloud Computing', ' Google Cloud Platform']",4.5,108,Intermediate ,· Course ,· 1 - 3 Months,"Elastic Cloud Infrastructure: Scaling and Automation æ¥æ¬èªç  Cloud Computing, Google Cloud Platform Google Cloud"
Organizational Change and Culture for Adopting Google Cloud,Google Cloud,"[' Cloud Computing', ' Leadership and Management', ' Strategy and Operations', ' Business Transformation', ' DevOps', ' Innovation', ' Cloud-Based Integration', ' Collaboration', ' Google Cloud Platform', ' Strategy', ' Cloud Platforms', ' Communication', ' Product Development', ' Business Analysis', ' Change Management', ' Cloud Applications', ' Cloud Clients', ' Cloud Infrastructure', ' Design and Product', ' Kubernetes', ' Organizational Development', ' Other Cloud Platforms and Tools', ' Business Intelligence', ' Customer Analysis', ' Data Analysis', ' Entrepreneurship', ' Product Management', ' Cloud API', ' Google App Engine', ' Operations Management', ' Culture']",4.7,3500,Beginner ,· Specialization ,· 3 - 6 Months,"Organizational Change and Culture for Adopting Google Cloud  Cloud Computing, Leadership and Management, Strategy and Operations, Business Transformation, DevOps, Innovation, Cloud-Based Integration, Collaboration, Google Cloud Platform, Strategy, Cloud Platforms, Communication, Product Development, Business Analysis, Change Management, Cloud Applications, Cloud Clients, Cloud Infrastructure, Design and Product, Kubernetes, Organizational Development, Other Cloud Platforms and Tools, Business Intelligence, Customer Analysis, Data Analysis, Entrepreneurship, Product Management, Cloud API, Google App Engine, Operations Management, Culture Google Cloud"
Logging and Monitoring in Google Cloud,Google Cloud,"[' Cloud Computing', ' DevOps', ' Leadership and Management']",4.7,192,Beginner ,· Course ,· 1 - 3 Months,"Logging and Monitoring in Google Cloud  Cloud Computing, DevOps, Leadership and Management Google Cloud"
Modernizing Data Lakes and Data Warehouses with Google Cloud,Google Cloud,"[' Cloud Computing', ' Cloud Platforms', ' Cloud Storage', ' Data Architecture', ' Data Management', ' Data Warehousing', ' Databases', ' Google Cloud Platform', ' SQL', ' Warehouse Management']",4.7,2800,Intermediate ,· Course ,· 1 - 3 Months,"Modernizing Data Lakes and Data Warehouses with Google Cloud  Cloud Computing, Cloud Platforms, Cloud Storage, Data Architecture, Data Management, Data Warehousing, Databases, Google Cloud Platform, SQL, Warehouse Management Google Cloud"
Google Cloud Fundamentals: Core Infrastructure en FranÃ§ais,Google Cloud,"[' Business Analysis', ' Cloud Computing', ' Data Analysis', ' Databases', ' Decision Making', ' Design and Product', ' Leadership and Management', ' Network Security', ' Security Engineering', ' Strategy', ' Google Cloud Platform']",4.7,75,Beginner ,· Course ,· 1 - 3 Months,"Google Cloud Fundamentals: Core Infrastructure en FranÃ§ais  Business Analysis, Cloud Computing, Data Analysis, Databases, Decision Making, Design and Product, Leadership and Management, Network Security, Security Engineering, Strategy, Google Cloud Platform Google Cloud"
Cloud Networking,University of Illinois at Urbana-Champaign,"[' Cloud Computing', ' Computer Networking', ' Cloud Infrastructure', ' Network Architecture', ' Software-Defined Networking', ' Network Analysis', ' Computer Programming', ' Python Programming']",4.4,300,Mixed ,· Course ,· 1 - 3 Months,"Cloud Networking  Cloud Computing, Computer Networking, Cloud Infrastructure, Network Architecture, Software-Defined Networking, Network Analysis, Computer Programming, Python Programming University of Illinois at Urbana-Champaign"
Essential Cloud Infrastructure: Core Services em PortuguÃªs Brasileiro,Google Cloud,"[' Cloud Computing', ' Google Cloud Platform']",4.7,146,Intermediate ,· Course ,· 1 - 3 Months,"Essential Cloud Infrastructure: Core Services em PortuguÃªs Brasileiro  Cloud Computing, Google Cloud Platform Google Cloud"
Cloud Systems Software,Georgia Institute of Technology,[' Cloud Computing'],4.6,77,Mixed ,· Course ,· 1 - 3 Months,Cloud Systems Software  Cloud Computing Georgia Institute of Technology
Alibaba Cloud Computing,Alibaba Cloud Academy,"[' Cloud Computing', ' Security Engineering', ' System Security', ' Network Security', ' Security Software', ' Software Security', ' Big Data']",4.6,120,Beginner ,· Specialization ,· 3 - 6 Months,"Alibaba Cloud Computing  Cloud Computing, Security Engineering, System Security, Network Security, Security Software, Software Security, Big Data Alibaba Cloud Academy"
Spring - Cloud Overview,LearnQuest,"[' Cloud Computing', ' Cloud Load Balancing', ' Software Architecture', ' Software Framework', ' Web Development']",4.3,46,Intermediate ,· Course ,· 1 - 4 Weeks,"Spring - Cloud Overview  Cloud Computing, Cloud Load Balancing, Software Architecture, Software Framework, Web Development LearnQuest"
Infrastructure and Application Modernization with Google Cloud,Google Cloud,"[' Cloud Applications', ' Cloud Clients', ' Cloud Computing', ' Cloud Infrastructure', ' Cloud Platforms', ' Cloud-Based Integration', ' Google Cloud Platform', ' Kubernetes', ' Other Cloud Platforms and Tools', ' Cloud API', ' Google App Engine']",4.7,1500,Beginner ,· Course ,· 1 - 3 Months,"Infrastructure and Application Modernization with Google Cloud  Cloud Applications, Cloud Clients, Cloud Computing, Cloud Infrastructure, Cloud Platforms, Cloud-Based Integration, Google Cloud Platform, Kubernetes, Other Cloud Platforms and Tools, Cloud API, Google App Engine Google Cloud"
Elastic Cloud Infrastructure: Scaling and Automation en EspaÃ±ol,Google Cloud,"[' Cloud Computing', ' Cloud Infrastructure']",4.9,162,Intermediate ,· Course ,· 1 - 3 Months,"Elastic Cloud Infrastructure: Scaling and Automation en EspaÃ±ol  Cloud Computing, Cloud Infrastructure Google Cloud"
Developing Cloud Native Applications,IBM,"[' Cloud Applications', ' Cloud Computing', ' IBM Cloud', ' Cloud API', ' Cloud Infrastructure', ' Cloud Management', ' Cloud Platforms', ' Continuous Integration', ' DevOps', ' Continuous Delivery', ' Software As A Service', ' Web Development Tools', ' NoSQL']",4.1,261,Intermediate ,· Course ,· 1 - 3 Months,"Developing Cloud Native Applications  Cloud Applications, Cloud Computing, IBM Cloud, Cloud API, Cloud Infrastructure, Cloud Management, Cloud Platforms, Continuous Integration, DevOps, Continuous Delivery, Software As A Service, Web Development Tools, NoSQL IBM"
Developing Applications with Google Cloud æ¥æ¬èªç,Google Cloud,"[' Google Cloud Platform', ' Cloud Platforms', ' Databases', ' Cloud Computing', ' Cloud API', ' Cloud Applications', ' Data Management', ' Cloud Storage', ' Computer Architecture', ' Computer Networking', ' Business Analysis', ' Data Analysis', ' Data Architecture', ' Kubernetes', ' Application Development']",4.5,731,Intermediate ,· Specialization ,· 3 - 6 Months,"Developing Applications with Google Cloud æ¥æ¬èªç  Google Cloud Platform, Cloud Platforms, Databases, Cloud Computing, Cloud API, Cloud Applications, Data Management, Cloud Storage, Computer Architecture, Computer Networking, Business Analysis, Data Analysis, Data Architecture, Kubernetes, Application Development Google Cloud"
Applying Machine Learning to your Data with Google Cloud,Google Cloud,"[' Applied Machine Learning', ' Big Data', ' Cloud Computing', ' Data Analysis', ' Google Cloud Platform', ' Human Learning', ' Machine Learning', ' Machine Learning Algorithms', ' Machine Learning Software', ' SQL']",4.7,1100,Beginner ,· Course ,· 1 - 3 Months,"Applying Machine Learning to your Data with Google Cloud  Applied Machine Learning, Big Data, Cloud Computing, Data Analysis, Google Cloud Platform, Human Learning, Machine Learning, Machine Learning Algorithms, Machine Learning Software, SQL Google Cloud"
Serverless Data Processing with Dataflow,Google Cloud,"[' Google Cloud Platform', ' Cloud Computing', ' Cloud Platforms', ' Apache', ' Extract', ' Transform', ' Load', ' Cloud Engineering', ' Computer Architecture', ' Distributed Computing Architecture', ' Big Data', ' DevOps', ' Data Management']",4.1,98,Intermediate ,· Specialization ,· 3 - 6 Months,"Serverless Data Processing with Dataflow  Google Cloud Platform, Cloud Computing, Cloud Platforms, Apache, Extract, Transform, Load, Cloud Engineering, Computer Architecture, Distributed Computing Architecture, Big Data, DevOps, Data Management Google Cloud"
Essential Cloud Infrastructure: Foundation - FranÃ§ais,Google Cloud,[' Google Cloud Platform'],4.6,15,Intermediate ,· Course ,· 1 - 3 Months,Essential Cloud Infrastructure: Foundation - FranÃ§ais  Google Cloud Platform Google Cloud
"Cloud Virtualization, Containers and APIs",Duke University,"[' Cloud Computing', ' Continuous Delivery', ' Continuous Integration', ' DevOps', ' Devops Tools', ' Cloud Applications', ' Software Architecture', ' Software Engineering']",4.4,90,Beginner ,· Course ,· 1 - 4 Weeks,"Cloud Virtualization, Containers and APIs  Cloud Computing, Continuous Delivery, Continuous Integration, DevOps, Devops Tools, Cloud Applications, Software Architecture, Software Engineering Duke University"
Microsoft Azure for Data Engineering,Microsoft,"[' Big Data', ' Cloud Computing', ' Cloud Platforms', ' Cloud Storage', ' Cloud-Based Integration', ' Data Architecture', ' Data Management', ' Data Warehousing', ' Databases', ' Microsoft Azure', ' Leadership and Management']",4.5,498,Intermediate ,· Course ,· 1 - 4 Weeks,"Microsoft Azure for Data Engineering  Big Data, Cloud Computing, Cloud Platforms, Cloud Storage, Cloud-Based Integration, Data Architecture, Data Management, Data Warehousing, Databases, Microsoft Azure, Leadership and Management Microsoft"
Google Cloud Infrastructure for Azure Professionals,Google Cloud,"[' Cloud Computing', ' Cloud Platforms', ' Google App Engine', ' Google Cloud Platform']",4.6,244,Intermediate ,· Specialization ,· 1 - 3 Months,"Google Cloud Infrastructure for Azure Professionals  Cloud Computing, Cloud Platforms, Google App Engine, Google Cloud Platform Google Cloud"
Gmail,Google Cloud,"[' Communication', ' User Experience', ' Google Cloud Platform', ' Leadership and Management', ' Business Communication', ' Business Process Management', ' Collaboration', ' Organizational Development', ' Problem Solving', ' Professional Development', ' Cloud Computing', ' Cloud Platforms']",4.8,787,Beginner ,· Course ,· 1 - 3 Months,"Gmail  Communication, User Experience, Google Cloud Platform, Leadership and Management, Business Communication, Business Process Management, Collaboration, Organizational Development, Problem Solving, Professional Development, Cloud Computing, Cloud Platforms Google Cloud"
Developing Cloud Apps with Node.js and React,IBM,"[' Javascript', ' Computer Programming', ' Web Development', ' Cloud Computing', ' Computer Science', ' IBM Cloud', ' React (web framework)']",4.0,226,Intermediate ,· Course ,· 1 - 3 Months,"Developing Cloud Apps with Node.js and React  Javascript, Computer Programming, Web Development, Cloud Computing, Computer Science, IBM Cloud, React (web framework) IBM"
Essential Cloud Infrastructure: Foundation - Bahasa Indonesia,Google Cloud,"[' Cloud Computing', ' Cloud Infrastructure', ' Google Cloud Platform']",4.9,370,Intermediate ,· Course ,· 1 - 4 Weeks,"Essential Cloud Infrastructure: Foundation - Bahasa Indonesia  Cloud Computing, Cloud Infrastructure, Google Cloud Platform Google Cloud"
Deploying SAP on Google Cloud,Google Cloud,"[' Cloud Computing', ' Google Cloud Platform', ' Cloud Infrastructure', ' Cloud Platforms', ' Cloud-Based Integration', ' Computer Architecture', ' Computer Networking', ' Databases', ' Other Cloud Platforms and Tools', ' Software As A Service']",4.6,170,Beginner ,· Course ,· 1 - 3 Months,"Deploying SAP on Google Cloud  Cloud Computing, Google Cloud Platform, Cloud Infrastructure, Cloud Platforms, Cloud-Based Integration, Computer Architecture, Computer Networking, Databases, Other Cloud Platforms and Tools, Software As A Service Google Cloud"
Preparing for Google Cloud Certification: Cloud Engineer Professional Certificate en EspaÃ±ol,Google Cloud,"[' Strategy', ' Communication', ' Databases', ' Leadership and Management', ' Data Management', ' Business Analysis', ' Network Security', ' Cloud Computing', ' Database Administration', ' Market Analysis', ' Strategy and Operations', ' Media Strategy & Planning', ' Cloud Infrastructure', ' Cloud Platforms', ' Design and Product', ' Google Cloud Platform', ' Kubernetes', ' Google App Engine', ' Cloud Storage', ' Docker (Software)']",4.8,1400,Intermediate ,· Specialization ,· 3 - 6 Months,"Preparing for Google Cloud Certification: Cloud Engineer Professional Certificate en EspaÃ±ol  Strategy, Communication, Databases, Leadership and Management, Data Management, Business Analysis, Network Security, Cloud Computing, Database Administration, Market Analysis, Strategy and Operations, Media Strategy & Planning, Cloud Infrastructure, Cloud Platforms, Design and Product, Google Cloud Platform, Kubernetes, Google App Engine, Cloud Storage, Docker (Software) Google Cloud"
TensorFlow on Google Cloud,Google Cloud,"[' Applied Machine Learning', ' Deep Learning', ' Machine Learning', ' Tensorflow', ' Google Cloud Platform', ' Artificial Neural Networks', ' Human Learning', ' Machine Learning Software', ' Python Programming', ' Cloud Computing', ' Cloud Platforms']",4.4,2700,Intermediate ,· Course ,· 1 - 3 Months,"TensorFlow on Google Cloud  Applied Machine Learning, Deep Learning, Machine Learning, Tensorflow, Google Cloud Platform, Artificial Neural Networks, Human Learning, Machine Learning Software, Python Programming, Cloud Computing, Cloud Platforms Google Cloud"
Google Cloud Digital Leader Training æ¥æ¬èªç,Google Cloud,[' Cloud Computing'],4.5,31,Beginner ,· Specialization ,· 3 - 6 Months,Google Cloud Digital Leader Training æ¥æ¬èªç  Cloud Computing Google Cloud
Preparing for Your Associate Cloud Engineer Journey en EspaÃ±ol,Google Cloud,"[' Leadership and Management', ' Strategy', ' Business Analysis', ' Communication', ' Data Management', ' Databases', ' Market Analysis', ' Design and Product', ' Media Strategy & Planning', ' Strategy and Operations']",4.8,8,Intermediate ,· Course ,· 1 - 3 Months,"Preparing for Your Associate Cloud Engineer Journey en EspaÃ±ol  Leadership and Management, Strategy, Business Analysis, Communication, Data Management, Databases, Market Analysis, Design and Product, Media Strategy & Planning, Strategy and Operations Google Cloud"
On Premises Installation and Fundamentals with Google Cloud's Apigee API Platform,Google Cloud,"[' Cloud Computing', ' Google Cloud Platform', ' Cloud API']",4.7,257,Beginner ,· Course ,· 1 - 4 Weeks,"On Premises Installation and Fundamentals with Google Cloud's Apigee API Platform  Cloud Computing, Google Cloud Platform, Cloud API Google Cloud"
"Data Engineer, Big Data and ML on Google Cloud em PortuguÃªs",Google Cloud,"[' Databases', ' Computer Networking', ' Communication', ' Data Management', ' Cloud Computing', ' Network Security', ' Data Analysis Software', ' Leadership and Management', ' Business Analysis', ' Security Engineering', ' Computer Architecture', ' Data Analysis', ' Data Structures', ' Digital Marketing', ' Cloud Infrastructure', ' Problem Solving', ' Google Cloud Platform', ' Networking Hardware', ' Software Security', ' Data Warehousing']",4.7,122,Intermediate ,· Specialization ,· 3 - 6 Months,"Data Engineer, Big Data and ML on Google Cloud em PortuguÃªs  Databases, Computer Networking, Communication, Data Management, Cloud Computing, Network Security, Data Analysis Software, Leadership and Management, Business Analysis, Security Engineering, Computer Architecture, Data Analysis, Data Structures, Digital Marketing, Cloud Infrastructure, Problem Solving, Google Cloud Platform, Networking Hardware, Software Security, Data Warehousing Google Cloud"
On Premises Capacity Upgrade and Monitoring with Google Cloud's Apigee API Platform,Google Cloud,[' Cloud Computing'],4.7,105,Beginner ,· Course ,· 1 - 4 Weeks,On Premises Capacity Upgrade and Monitoring with Google Cloud's Apigee API Platform  Cloud Computing Google Cloud
Business Transformation with Google Cloud en EspaÃ±ol,Google Cloud,"[' Business Analysis', ' Business Transformation', ' Strategy and Operations', ' Cloud Computing', ' Operational Analysis', ' Strategy', ' Applied Machine Learning', ' Computer Security Incident Management', ' People Analysis', ' Probability & Statistics']",4.6,89,Beginner ,· Course ,· 1 - 3 Months,"Business Transformation with Google Cloud en EspaÃ±ol  Business Analysis, Business Transformation, Strategy and Operations, Cloud Computing, Operational Analysis, Strategy, Applied Machine Learning, Computer Security Incident Management, People Analysis, Probability & Statistics Google Cloud"
Fintech: Foundations & Applications of Financial Technology,University of Pennsylvania,"[' FinTech', ' Finance', ' BlockChain', ' Innovation', ' Investment Management', ' Financial Management', ' Financial Analysis', ' Risk Management', ' General Statistics', ' Payments', ' Regulations and Compliance', ' Algorithms', ' Behavioral Economics', ' Entrepreneurial Finance', ' Market Research', ' Cryptography', ' Human Learning', ' Machine Learning Algorithms', ' Machine Learning Software', ' Securities Trading', ' Applied Machine Learning', ' Machine Learning', ' Product Strategy', ' Business Transformation', ' Systems Design']",4.6,3500,Beginner ,· Specialization ,· 3 - 6 Months,"Fintech: Foundations & Applications of Financial Technology  FinTech, Finance, BlockChain, Innovation, Investment Management, Financial Management, Financial Analysis, Risk Management, General Statistics, Payments, Regulations and Compliance, Algorithms, Behavioral Economics, Entrepreneurial Finance, Market Research, Cryptography, Human Learning, Machine Learning Algorithms, Machine Learning Software, Securities Trading, Applied Machine Learning, Machine Learning, Product Strategy, Business Transformation, Systems Design University of Pennsylvania"
"FinTech: Foundations, Payments, and Regulations",University of Pennsylvania,"[' FinTech', ' Finance', ' Behavioral Economics', ' BlockChain', ' Financial Analysis', ' Financial Management', ' Market Research', ' Payments', ' Risk Management', ' Regulations and Compliance']",4.6,2400,Beginner ,· Course ,· 1 - 4 Weeks,"FinTech: Foundations, Payments, and Regulations  FinTech, Finance, Behavioral Economics, BlockChain, Financial Analysis, Financial Management, Market Research, Payments, Risk Management, Regulations and Compliance University of Pennsylvania"
Financial Technology (Fintech) Innovations,University of Michigan,"[' FinTech', ' Finance', ' BlockChain', ' Decision Making', ' Risk Management', ' Financial Analysis', ' Investment Management', ' Leadership and Management', ' Critical Thinking', ' Innovation', ' Machine Learning', ' Algorithms', ' Entrepreneurship', ' Strategy', ' Cryptography', ' Data Mining', ' Payments', ' Statistical Analysis', ' Strategy and Operations', ' Cyberattacks', ' Network Security', ' Statistical Machine Learning', ' Underwriting', ' Computer Networking']",4.7,2400,Beginner ,· Specialization ,· 3 - 6 Months,"Financial Technology (Fintech) Innovations  FinTech, Finance, BlockChain, Decision Making, Risk Management, Financial Analysis, Investment Management, Leadership and Management, Critical Thinking, Innovation, Machine Learning, Algorithms, Entrepreneurship, Strategy, Cryptography, Data Mining, Payments, Statistical Analysis, Strategy and Operations, Cyberattacks, Network Security, Statistical Machine Learning, Underwriting, Computer Networking University of Michigan"
The Future of Payment Technologies,University of Michigan,"[' FinTech', ' Finance', ' Payments', ' Innovation']",4.7,1500,Beginner ,· Course ,· 1 - 4 Weeks,"The Future of Payment Technologies  FinTech, Finance, Payments, Innovation University of Michigan"
FinTech Law and Policy,Duke University,"[' FinTech', ' Finance', ' Regulations and Compliance', ' Banking', ' Payments', ' Financial Management', ' BlockChain', ' Entrepreneurial Finance', ' Accounts Payable and Receivable', ' Securities Trading']",4.8,818,Beginner ,· Course ,· 1 - 3 Months,"FinTech Law and Policy  FinTech, Finance, Regulations and Compliance, Banking, Payments, Financial Management, BlockChain, Entrepreneurial Finance, Accounts Payable and Receivable, Securities Trading Duke University"
FinTech: Finance Industry Transformation and Regulation,The Hong Kong University of Science and Technology,"[' FinTech', ' Finance', ' Risk Management', ' Banking', ' Leadership and Management', ' Innovation', ' Regulations and Compliance', ' BlockChain', ' E-Commerce', ' Financial Analysis', ' Business Process Management', ' Data Analysis', ' Exploratory Data Analysis', ' Payments', ' Business Development', ' Computer Security Incident Management', ' Human Factors (Security)']",4.7,773,Beginner ,· Specialization ,· 3 - 6 Months,"FinTech: Finance Industry Transformation and Regulation  FinTech, Finance, Risk Management, Banking, Leadership and Management, Innovation, Regulations and Compliance, BlockChain, E-Commerce, Financial Analysis, Business Process Management, Data Analysis, Exploratory Data Analysis, Payments, Business Development, Computer Security Incident Management, Human Factors (Security) The Hong Kong University of Science and Technology"
FinTech Foundations and Overview,The Hong Kong University of Science and Technology,"[' BlockChain', ' FinTech', ' Finance', ' Banking', ' Data Analysis', ' E-Commerce', ' Innovation', ' Payments', ' Business Development', ' Exploratory Data Analysis']",4.7,480,Beginner ,· Course ,· 1 - 4 Weeks,"FinTech Foundations and Overview  BlockChain, FinTech, Finance, Banking, Data Analysis, E-Commerce, Innovation, Payments, Business Development, Exploratory Data Analysis The Hong Kong University of Science and Technology"
Fintech Startups in Emerging Markets,University of Cape Town,"[' Finance', ' FinTech', ' Regulations and Compliance', ' Banking', ' BlockChain', ' Financial Analysis', ' Business Development', ' Cryptography', ' Entrepreneurship', ' Securities Trading']",4.6,202,Beginner ,· Specialization ,· 3 - 6 Months,"Fintech Startups in Emerging Markets  Finance, FinTech, Regulations and Compliance, Banking, BlockChain, Financial Analysis, Business Development, Cryptography, Entrepreneurship, Securities Trading University of Cape Town"
Digital Transformation in Financial Services,Copenhagen Business School,"[' FinTech', ' Finance', ' Innovation', ' Banking', ' Business Transformation', ' Leadership and Management', ' Payments', ' Strategy', ' Strategy and Operations', ' BlockChain', ' Business Analysis', ' Business Development', ' Cash Management', ' Decision Making', ' Entrepreneurship', ' Investment Management', ' Network Analysis', ' Research and Design']",4.4,1900,Beginner ,· Specialization ,· 3 - 6 Months,"Digital Transformation in Financial Services  FinTech, Finance, Innovation, Banking, Business Transformation, Leadership and Management, Payments, Strategy, Strategy and Operations, BlockChain, Business Analysis, Business Development, Cash Management, Decision Making, Entrepreneurship, Investment Management, Network Analysis, Research and Design Copenhagen Business School"
Decentralized Finance (DeFi): The Future of Finance,Duke University,"[' BlockChain', ' FinTech', ' Finance', ' Algorithms', ' Cryptography', ' Payments', ' Banking', ' Risk Management', ' Contract Management', ' Computational Logic', ' Innovation', ' Regulations and Compliance', ' Securities Trading', ' Strategy and Operations', ' Cyberattacks', ' Financial Analysis', ' Investment Management', ' Security Engineering']",4.8,1700,Intermediate ,· Specialization ,· 3 - 6 Months,"Decentralized Finance (DeFi): The Future of Finance  BlockChain, FinTech, Finance, Algorithms, Cryptography, Payments, Banking, Risk Management, Contract Management, Computational Logic, Innovation, Regulations and Compliance, Securities Trading, Strategy and Operations, Cyberattacks, Financial Analysis, Investment Management, Security Engineering Duke University"
How Software Ate Finance,Stanford University,"[' Finance', ' Banking', ' FinTech', ' Leadership and Management', ' Financial Management', ' BlockChain', ' Investment Management', ' Market Analysis', ' Product Strategy', ' Risk Management', ' Payments']",4.7,122,Mixed ,· Course ,· 1 - 3 Months,"How Software Ate Finance  Finance, Banking, FinTech, Leadership and Management, Financial Management, BlockChain, Investment Management, Market Analysis, Product Strategy, Risk Management, Payments Stanford University"
FinTech Security and Regulation (RegTech),The Hong Kong University of Science and Technology,"[' FinTech', ' Regulations and Compliance', ' Risk Management', ' Banking', ' Finance', ' Financial Analysis', ' Human Factors (Security)', ' Leadership and Management']",4.7,252,Beginner ,· Course ,· 1 - 3 Months,"FinTech Security and Regulation (RegTech)  FinTech, Regulations and Compliance, Risk Management, Banking, Finance, Financial Analysis, Human Factors (Security), Leadership and Management The Hong Kong University of Science and Technology"
FinTech and the Transformation in Financial Services,Copenhagen Business School,"[' Banking', ' FinTech', ' Finance', ' Payments', ' BlockChain', ' Business Transformation', ' Cash Management', ' Innovation', ' Investment Management', ' Leadership and Management']",4.3,1100,Beginner ,· Course ,· 1 - 3 Months,"FinTech and the Transformation in Financial Services  Banking, FinTech, Finance, Payments, BlockChain, Business Transformation, Cash Management, Innovation, Investment Management, Leadership and Management Copenhagen Business School"
Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,"[' Basic Descriptive Statistics', ' Computer Programming', ' Data Analysis', ' Finance', ' Financial Analysis', ' Probability & Statistics', ' Python Programming', ' Statistical Analysis', ' General Statistics', ' Probability Distribution', ' Statistical Programming', ' Data Visualization']",4.4,4000,Intermediate ,· Course ,· 1 - 4 Weeks,"Python and Statistics for Financial Analysis  Basic Descriptive Statistics, Computer Programming, Data Analysis, Finance, Financial Analysis, Probability & Statistics, Python Programming, Statistical Analysis, General Statistics, Probability Distribution, Statistical Programming, Data Visualization The Hong Kong University of Science and Technology"
Supply Chain Finance Market and Fintech Ecosystem,New York Institute of Finance,"[' Finance', ' Supply Chain and Logistics', ' Supply Chain Systems', ' FinTech']",4.5,68,Intermediate ,· Course ,· 1 - 4 Weeks,"Supply Chain Finance Market and Fintech Ecosystem  Finance, Supply Chain and Logistics, Supply Chain Systems, FinTech New York Institute of Finance"
FinTech Risk Management,The Hong Kong University of Science and Technology,"[' FinTech', ' Leadership and Management', ' Risk Management', ' Finance', ' Business Process Management', ' Computer Security Incident Management', ' Regulations and Compliance']",4.7,181,Beginner ,· Course ,· 1 - 3 Months,"FinTech Risk Management  FinTech, Leadership and Management, Risk Management, Finance, Business Process Management, Computer Security Incident Management, Regulations and Compliance The Hong Kong University of Science and Technology"
Supply Chain Finance and Blockchain Technology,New York Institute of Finance,"[' Supply Chain and Logistics', ' Supply Chain Systems', ' Finance', ' Accounts Payable and Receivable', ' Supplier Relationship Management', ' BlockChain', ' Payments', ' Cash Management', ' Financial Accounting', ' Financial Management', ' Leadership and Management', ' Financial Analysis', ' FinTech', ' Procurement']",4.5,354,Intermediate ,· Specialization ,· 3 - 6 Months,"Supply Chain Finance and Blockchain Technology  Supply Chain and Logistics, Supply Chain Systems, Finance, Accounts Payable and Receivable, Supplier Relationship Management, BlockChain, Payments, Cash Management, Financial Accounting, Financial Management, Leadership and Management, Financial Analysis, FinTech, Procurement New York Institute of Finance"
Financial Regulation in Emerging Markets and the Rise of Fintech Companies,University of Cape Town,"[' Finance', ' Banking', ' FinTech', ' Financial Analysis', ' Regulations and Compliance', ' Securities Trading']",4.6,150,Beginner ,· Course ,· 1 - 4 Weeks,"Financial Regulation in Emerging Markets and the Rise of Fintech Companies  Finance, Banking, FinTech, Financial Analysis, Regulations and Compliance, Securities Trading University of Cape Town"
Economics of Money and Banking,Columbia University,"[' Banking', ' Finance']",4.9,1500,Mixed ,· Course ,· 3 - 6 Months,"Economics of Money and Banking  Banking, Finance Columbia University"
"Raising Capital: Credit Tech, Coin Offerings, and Crowdfunding",University of Michigan,"[' FinTech', ' Finance', ' Entrepreneurship', ' Decision Making', ' Critical Thinking', ' Innovation', ' Risk Management', ' Strategy', ' Strategy and Operations', ' Underwriting']",4.7,264,Beginner ,· Course ,· 1 - 4 Weeks,"Raising Capital: Credit Tech, Coin Offerings, and Crowdfunding  FinTech, Finance, Entrepreneurship, Decision Making, Critical Thinking, Innovation, Risk Management, Strategy, Strategy and Operations, Underwriting University of Michigan"
Banking and Financial Institutions,University of Illinois at Urbana-Champaign,"[' Accounting', ' Banking', ' Finance', ' Financial Analysis', ' Leadership and Management', ' Financial Accounting', ' Financial Management', ' Investment Management', ' Risk Management', ' Regulations and Compliance']",4.8,144,Intermediate ,· Course ,· 1 - 3 Months,"Banking and Financial Institutions  Accounting, Banking, Finance, Financial Analysis, Leadership and Management, Financial Accounting, Financial Management, Investment Management, Risk Management, Regulations and Compliance University of Illinois at Urbana-Champaign"
